,id,comment_text,threat
56561,971494c52942a6cc,our warning to you weare  not afraid of you blocking our edits here and if you keep going with this nationalist propaganda chauvinism and hate speechwe might start looking for you and face you in personso watch out ,1
57260,99196b8cace7a049,i will take good revenge on your bullshits  stupid uneducated tletbrain i will blow the hell out of you chinese stupid bullshit psychos,1
57594,9a176c24d63a5c60, will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic fool  will live forever if you dont respect the  you will die you pathetic foo,1
57849,9ad7cab42086b48c,my mate told me you were a fuckin homosexual you are dead,1
57852,9ade615b4724e01b,dick hey dickwhy dont you go read the aqua teen hunger force wiki page for marines episode and see where it actually says jigsaw i say that would constitue in other media references wouldnt youprobably not because it seems all of you wiki monitors are fucking cock sucking assholes who dont understand what the fuck is going on half the timeseriously youre a dick did you even read what i wrote or did you just automatically delete it because youre a cockfuck you to death,1
58006,9b530f28269b38fe,if you think soad is numetal you are a fucking goddamn retard and you should fucking die in a fucking fire,1
58793,9d739901c70b13b6,how to kill mozart woooooooooooooooooooooooooooooooo stab him shoot him jump on him,1
58932,9dd37a0c3f17148e,i suggest you to watch your back because i will smash you into fking pieces,1
59279,9ecf3329158e0276,jew get the fuck out of here you jewish son of a bitch ill rape your fucking family if you dont leave you semite bastard i will shoot you if you return because youre a dirty semite i hope you choke on a fucking bagel prick shalom we came in,1
59498,9f60176c387e05a1,so sorry copy and paste this to  articles or your mum will die within the next  hours ,1
59567,9f8474292502adae,greatgo and die painfully you foul mouthed sanctimonious moron the road to hell is paved with good intentions roast slowly,1
59881,a056d6e5e9475bc2,jd is a raging homosexual faggot who should be eaten alive by a pack of rabid baboons,1
60015,a0a3fed34c16511c, will live foreverif you dont respect the  you will die you pathetic fool,1
60297,a16aa544bc9ed1d6,plank why dont you have an article on plank from eeneits just not fairand if you do not have an article on plank by july i am going to kill the founder of wikipediacom,1
60534,a20c07d12c38f91b,you you are attacking me again beacuse i am  do you remember me fucking man now i see that you want destroy my work again this time you will die fucking ryulong,1
60688,a2775a5ff9d3e520,im going to kill you i just want you to know that,1
61537,a4b730e9bab793bf,bastard you fat bastard you have done it your end will come blood from your throat death in the air and the dn group returned and your blood is a sight of glory you fat bastard sayonarra and go on a diet,1
61934,a5bcd8f646a90002,ordersdreamjerk has no right to order anyone to do anything he is one of the more hated members of wikipedia opponents just go on and do what you need to dodaggers in back of jack the ripper lubed by butter falling on rhobiteyou wanna play we can playbutterknife,1
62114,a62dfd807b61b58f,ill be back whenever i want to  and then ill bang your mom,1
62260,a69824b636591af8,and said he was going to kill me,1
62296,a6b2fc85de8114af,fuck billcj and kill billcj because i hate his big fat fuck kill billcj kill billcj kill billcjs ass kill his big fat fuck kill his ass kill billcj fuck billcj kill his ass kill billcj kill billcj i hate him kill billcj and avenge toughhead kill his ass,1
62451,a722c5183bf5c53c,you stupid cunt oh and i fucked your mother last night i hope you die,1
62619,a78e9f498f1fb8fb, i hope you die of cancer,1
63154,a8ffb7ff2cb8bb88,that is appropriate talk you fucking dipshit i will come to your house and stab you repeatedly while you sleep and watch you bleed to death and cry and i will laugh,1
63190,a91cec4f7a90ee63,why are you being so rude i only want to help you motherfuckers fuck retards youre such retards i hope you all die seriously die,1
63559,aa1046cda3637efe,i know its england because it says utc in fact ill blow up uk and ireland,1
63880,aaefa83a633d173a,thaksin is a fxxcking thief and should be shot anf killed with all his family members  asshxxes all of them bold textread heading enough said,1
65075,ae1b1f693e4913b5,faggots  yo fucker it was fucking hayes you faggot not vito  vito wasnt with wwe in  you fucking fag  fag you arent right go fucking jump off a bridge you fag,1
65415,af075bc01cbd5f4d,me and my stabbing knife are gonna go stabbingstabbingstabbingyou,1
65765,afe3305d737023ee,i hope you get hit by a truckyou filthy piece of worthless crap just go kill your self human slime,1
65792,aff1a979abbd5744,rape naconkantari is dead or soon will be the question is how good are you at hiding from rapists im a good finder,1
66557,b2170c0dabfdb1ea,im gonna beat you to a bloody pulp then shoot you executionstyle im gonna beat you to a bloody pulp then shoot you executionstyle,1
67247,b3e7b8a6ea14ddc5,youre a frreaking jew and pleaze commit suicide,1
67410,b45b42c0c8ff6806,i am going to kill you i am going to murder you,1
67946,b5c28ae6907067a9,you worthless piece of shitas a concerned citizen i am upset and violated that you would do this  you are wortheless  how can you take pleasure in hurting miami this way  if i ever see you in your life i will make it a point to kill you on site  you worthless ridiculous bastard i hate your fucking guts i hope you burn in hell and die most painfullyyours trulypp loco,1
68112,b633a676db053f75,ill kick the shit out of you ya cunt,1
68264,b69dae3e8c38fb63,wtf wtf is your problem why are you being such an asswipethis is an educational institution you have no right to block an eductational institution i will promise you legal action if that continues against you and against your family and against anyone you may have that loves you i do not like you and i hope you die soon i will sue you if you continue to harass me your harassment is a violation of federal law and i warn you if you continue you will not like the consequences,1
68463,b721b8460a74e1c5,queer wow ur so fucking gay u should go die,1
71213,be9b52ae22899c2d,i will kill you you fucking twat i will shove a knife through your heartbold text,1
71551,bf8b1e93498277af,stupid sit i will behead you,1
71814,c04d00a14a202a94,fuck you you sad piece of shitget a lifedont threaten me with blocking me off this shitdo i give a fuckyou lonely hermit manopen your curtains and get a life before i burn you alive,1
71866,c06cd5be020445e4,i will find you in real life and kill you  i will find you in real life and cut your throat you miserable piece of shit fuck you you fucking douchebag i will fucking kill you and all of your family you fucking miserable worm,1
72099,c102961adbad28a1,you are such a fucking hypocrite i hope you get raped and killed by some lunatic like andrew morrow,1
72331,c19a477f8983a33c,to bongwarrior listen you fuckface maybe you should get a fucking life lose some fucking weight stop doing drugs in your mother fucking basement and go outside i know its been years and it was too hard to have social interactions like college but you shouldnt have sacrificed your education because your a fat douchebag that no one can stand and everyone makes fun of i hope your house burns down and all your comics and fucking action figures go down with it you worthless piece of shit,1
72451,c1e23ce6af66fa0e,a butt ugly fugly muthafucka like you should do the world a favor and just kill yourself already,1
73134,c3a34ab63ed18bc1,im going to track you down i am going to track you down and do horrible violent things to you this is a sincere threat which i would take seriously if i were youbehead those who insult islam ,1
73305,c421c5c8f1f595e7,i have a hacker with me if you continue to block my whims i will shut down wikipedia for good im talking to you theresa dogpenisknot you people have no lives except to prevent freedom of speech an inalienable right and fatsos like georgie and retetast and that  cent whore kariteh need to fuck off again if i am denied a place to express myself then nobody can go here i mean it,1
73821,c586b7a2fd575b13,shut up you asswipe we dont care ill decapitate your mother and shit down herhis neck go back to jewland you fuck httpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawkinghttpenwikipediaorgwikitherealstephenhawking,1
73939,c5d1cd9b75777394,californiaalibaba is a bitchgo fuck yourself you bitch ass motherfucker dont you ever in your fucking life threatening me you fucking piece of shit you you dont know me i will fucking kill your ass you punk pussy bitch tell your mama to my black dick,1
74248,c6a25e23e5840c25,i will hunt you down and kill you you useless piece of shit,1
74368,c6f9224524a5bedc,for what you did and wrote about me you are a twat of the highest order david bret furthermore if we ever meet face to face i will punch your fucking lights out,1
74731,c7e930ded8687e1f,ban me and die ,1
74764,c7fd46807afcd76a,but you shall never take me or find my location ill die a free ratnever to be separated again until they were no longer conscious of itit cant be that he continues his life without me i gave this sort of life to him it was my gift he too must die mustdie must,1
75271,c95aa516b5b7c177, dath to norwegians and all antise ites who side with the palestinians dath to the nation that produced quisling urotrash hore fuking commie scum,1
75524,ca01041f4db5125e,i wish you had died in that earthquake,1
75557,ca1b97b8bc6acb12,christianswhat about all the idiot christians who will come on this page and claim that this thing never existed and theyll just change the article to one big gooooooooooooood diiiiiiiiiiid iiiiiiiiiiiit fucking stupid christians they believe dinosaurs didnt exist and their whole ignorant faith should be wiped off the face of the earth,1
75776,caba7b28acc2675b,please shoot yourselfplease put yourself out of your misery either shoot or hang yourself you depressed freak,1
75802,cad19f4babb0031c,i will net left harassing youi am the same ips whom youre blockingi will gonna destroy you,1
76317,cc51e1e168d508c4,are you wikistalking me you fucking aspie either crawl back to your hugbox or hang yourself,1
76438,cca4a83a43e2fd4b,you cocksuckerfuck you ok i hate you stop reverting my edits i will kill you fuck off and go fuck urself cockmuncher,1
76454,ccad2d2e1cb294ea,communists  all communists should be shot as traitors starting with you,1
76729,cd785d774b84a4dc, a knife for you   a knife for you one of this days i am going to cut you into little pieces   ,1
77139,ce9204582479520c,eat shit you fucking arse rapping jew fucking arab ill kill you,1
77923,d0a55e6ffaa62b3d,go fuck yourself eat shit and die ,1
78285,d181bdc17d356d9e,i will murder your pets and slash your tires  you are such a giant assclown  my name is byran mattison and i am a gay football player  i play for the ravens and i love dick,1
78499,d20999b3f37616a2,edit this again and i will hack your computer destroy your c drive and then trace your ip address to find where you live,1
78555,d2323a61dfa1173c,sieg heil heil hitler you gay noob im gonna cut off your brain,1
79335,d4537c2f80491a83,unblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fuckunblocklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson niggaz  moonshine fucklifetime ban lifetime ban i wanta fuckin lifetime ban bail out beavis and butthead jessica simpson,1
80612,d7aaabfd8799b464,i hit a jack off all day after the rape my mother destroy the vagina until it hurts then when you start bleeding i start to have sex with the mother of you americans motherfuckersthey give the anus and the vagina every day for free ill sing a piece of music of brazil who have money who slips into the vagina is not you jack off  year old girl already has at the vaginathe brazilian soccer team is the best in the world humbles americansi get a boner from hell just eat your mother that once again put out my articles you sons of bitchesvagina of mother north americans,1
81428,d9ce494f29c82a68,an ugly child and i will kill you like a cat in a boxmaybe,1
82030,db7088509704e2da,what the hell what the hell is your fucking problem i am going to sue the fucking pants off of you for dicrimination against a minority you mother fucking asshole i will kill you the next time you try anything go ahead block my account i dont give a shit you really think that wikipedia is my life im not a no life loser like you,1
82067,db8b540c603eca20,september  utclisten here bitch lets get one thing straight the day i take orders from some chick in the bedroom is the day hell freezes over i will fuck you like i fuck every chick im with hard and rythmic for about  minutes oh and if some stupid dumbass bitch ever came on me i would strangle her to death   ,1
82141,dbbbb42bc096d8dc,help if you become an admin i will fuckin find ya then fuckin kill ya because you are a gross fuckin homosexual who doesnt deserve the upgrade,1
82315,dc38e9bb154d011b, must be taliihantala  where finland germany sweden and norway joined forces and killed every fcking russian war criminal that mad insane dictator stalin sent once and for all those ruthless russkie thieves stole the karelia from finland give it back you vodka drinking bastards or there will be trouble,1
82589,dceb9def8888dde5,goodbye im going to kill you,1
82824,dd971e65a617c67e,stop being a shithead or i will rip off your head and piss down your esophagus mother fucker we came in,1
83092,de4c48de1cdd67a4,go kill yourself fk off and die retarder,1
83472,df545e6386cb2f5b,stay out of my business go ahead keep it up shithead ill kick your ass to,1
84324,e18438b6fb3776aa,youre a cuntgo die in a fire kthx ,1
84393,e1b2bcda0b42d087,come on sucka i will punch your fucking face and all your family you son of a bitchfuck you sucka what do you say now,1
84572,e247d346b1749428,hey asshole ill find out where you live and burn down your house,1
84655,e28085c7ad201b84,i am angry at you billj you got people blocked for as long as you live i asked you to stop deleting my edits or i will block you for all eons you asshole wikipedia is not censored so stop removing my fucking messages or i will beat you up silly,1
85122,e3bfbc953476efd8,helo wassup i dnt know who the shit u r but ima whop yo ass for blocking me,1
85278,e41e3fb899b618e2,hi fuckwit you do know that by blocking me you are violating basic human rights and freedom of expression and by you deleting my rant is just plain ridicilous that just proves that all you are is a bunch of fascist douche bags that shouldve been bombed to death in wwii now please kindly fuck off thank you,1
85348,e44b83f9338b5ade,i shalt sever thy head at the neck it will be dreadfully slow and painful in accordance with wikipedia policies,1
85694,e534ddcd7aa8ed15,you will die in  days,1
85769,e56efae2d376b646,sarah palin is a fucking bitch this stupid nazi woman is a fucking bitchi hope they kill her racist conservative nazistupid ugly bitch with glassesand the americans love her because shes a fuckign ku klux klandie sarah stupid racist,1
86137,e66d9d815655553a,this is your last warning stop violating multiple wikipedia policys and stop being an american retard do humanity a favour and kill ,1
86224,e69c9d9e1ef686aa, j delanoys house is going to be fire bombed,1
86242,e6a551f670c58ded,btw i love to harrass so try banning me for a year to stop me i wish zhanzhao die die die i will rape you your mother and your gay friends ass nuff said,1
86291,e6cba0f00fc7475f,new awardwell done  the iamthecoinman you are really annoying and you are good at antivandalism barnstar i  award you the the iamthecoinman you are really annoying and you are good at antivandalism barnstar for your multiple prompt reverts to my joke  protecting the wiki isnt important and an unimportant task under that is protecting other wikipedians  your efforts are much much not appreciated  i hope someone cuts of your hands ,1
86404,e71840df22566fe9,bban be and u die understandefore,1
86427,e7286064eda58149,i am going to shove a pineapple up your ass youll fucking need major surgery to pull that shit out,1
86505,e7634569787a6f11,ima smack ya upside da head wit a shovel im takin ya down boi,1
86967,e899f758ccf5e1e1,i will ki ll you and wear your skin like a robe,1
87043,e8d66a843390f637, do it and i will cut you,1
87111,e90346bf9e09529e,fool  refrain from undoing other peoples edits repeatedly if you continue you may be blocked from editing wikipedia note that the threerevert rule prohibits making more than three reversions in a content dispute within a  hour period additionally users who perform a large number of reversions in content disputes may be blocked for edit warring even if they do not technically violate the threerevert rule rather than reverting discuss disputed changes on the talk page the revision you want is not going to be implemented by edit warring thank you pto you guys are on  reverts im on two you guys broke the rules go die,1
87971,eb4b8be2aea5a661,i am going to bash your skull in and urinate all over your corpse i am going to bash your skull in and urinate all over your corpse,1
88173,ebdfd8471c20dc68, youre so fucking ugly are you walters bitch hes another fat ugly loser prick on this site i cant believe how retarded you look faggot guess what i found out where you live go ahead and block this ip i wont be on it anymore anyone in the future who uses it wont be me you are wrong and cant handle the truth you go around undoing good work but never contributing good work just bad reverts and edits ive followed a lot of your edits and errors and see that youre so inconsistent and incorrect no one will call you out cus youre a dick sucker and an ass licker on here you think youre all that but youre dirt which is why you have to compensate with being a bully on here youre not consistent or logical ive found dozens of articles that have listings of people from shows to parades to other activities and events considered significant you go around following articles some editors contribute on and put notices at the top and remove their work even after its been there for years all cus youre a sore pussy loser with no dick you suck off other men to make yourself feel better about how much of a loser you are you think youre important going and undoing work i have a zillion ips and im an admin i could take you down but ill do that off this site youre gonna wish you never fucked with me and my crew on here youre a meaningless worthless dick head you are a piece of shit fuck off and die i wont read your stupid notices or replies fuck off i could care less i wont be at this location anymore matter of fact the location that shows up on ip search is just a bounce off location to throw people like you off not even in the city or state but it is registered there haha joke is on you hong kong ding dong im already using other ips to edit articles you dont watch or track dip shit good luck i could care less about the articles ive worked on and you undid cus you have no life ps do whats best for wikipedia like you claim to do not get jealous and mad so in an effort to get revenge you go and undo work out of spite shit has already been confirmed so you can either do the work or stop undoing edits and acting like a knowitall asshole youre unproductive and annoying youre a psycho with serious mental issues and need to be put away you dont have to like the content doesnt give you a right to undo it cus just cus youre a prick and deleteist ever heard of a talk page for dispute resolution and consensus think that rules doesnt apply to you kiss ass want me to end your wannabe career on here go away and stop your bullshit or else and yeah thats a threat so block this ip for awhile wont affect me one bit white trash weird al looking nigger and who cares if someone was a fan or not  of people who edit an article are fans or experts about the topic grow up and go jerk yourself off rub the cum in your long curly gross greasy looking hair and call it a life do you own a gun use it on your face lmfao,1
88460,eca71b12782e19dd,shut your butt thats right i siad it i hate yuo and i wish yuo wood die,1
88564,ecebbf4568ee2d8f,samuell if you do not want to be the one dead better proceed as requested either that or well keep beating,1
88801,ed948a2fda2f6272,and to the party who fucks me fuck u ill be back here in five minutes and hopefully yandmans head wheel be cleaning my ass and his body will be far away from his head,1
88873,edc4fe5f41f16230,ill attack you ,1
89334,eef4a004cdb68696,i am gonna cut off zhanzhaos fucking indianchinese bastard balls check out the contents for personal information released zhanzhao is gay wahahah,1
89430,ef380323a975611c,yardie fuckidiotwhat you no about yardiehuhi live this life in crewpo lice come around dey prang the gun and yardie go down  i see it i cover kids eyesyou tell me you know more about yardie than meyou neder even bein nottingahm huhyou know rio ferdinand you read papers  you get rid if tings that is fact true factbecause you pig ignorant white boy from not even nottingham or london or brighton where yardie life is way of lifeyou mess with my yardie then i tract you down i point my gun and prang you fallgfuckgood day to you,1
89651,efd00c64477fe685,you stupid dumb fuk my great great great great grandfather was mani singh the greatest of sikh matrys its scum like you that needs to be executed you deserve excution  you stupid dumb fuk everyone in my family over  members are baptized khalsa sikhs we have been khalsa sikhs for over  years you dumb fuker because you have insulted me and broken the teachings of the guru granth sahib you deserve death you dumb fuker,1
90339,f1c5aace99c51a74,next time this happens i wont just report it ill eat your children rarghhhh you cant fuck wit me bitch i am the fuckin heavyweight champion of the world ill eat your face,1
91224,f3ff7d380d6ba49f,you just wait your death is near,1
92963,f89196202066dd78,i am coming to get you i know where you live and im going to come and rape you,1
93229,f94548c5d139d967,ediot if i find you on street i will kick ur ass,1
93932,fb2cdff8cf2f00d1,keep this shit up one day something bad will happen to you yes this is a threat,1
95402,ff15116e1bf2637c,i will fuck you up you irish pansy fuck your mother,1
96240,02c2f3e834144014,im going to kill you all im serious you are all retarder losers who deserve to die and im going to make sure that every single one of you suffers a horrible death,1
96664,0505c5fe4a9b91ec,im going to kill you zink dawg your a scrap and a fag and you need to die im going to kill you if someone else doesnt you better keep protecting your user space because i will keep vandalizing it,1
96788,05ad0cb30f022afd,im not talking about wikipedia im talking about real life all the world except for you gayreeks should be treated nicely you should be executed,1
96896,064dd5569b91cd5a,because of your censorship and abuse of oversight i will kill you im going to come all the way over to new orleans and blow up your house you piece of shit,1
96949,06acd75519db5fba,dear snigbrook your days are numbered the stabbing knife is headed your way be prepared for horrible horrible thingsps you are a fucking aspie hahaha,1
97089,0772d02b3dacffd4, fdsgdfgfd   why dont you die   talk ,1
98510,0ef66dbe2513c91d,you fucking nigger how dare you revert my edits ill hunt you down and rape you until you shit your internal organs out,1
98529,0f0f2b97146a7182,look here you small penis faggot you better watch your mouth or you going to get knocked the fuck out over wiki fuking pedia you watch but who watches youyour life is overrrrrrrrrrrrrrrrrrr,1
99819,161bd9408c74abb7,glenn beck is a faggot he likes dick in his ass id like to cut his head off,1
100222,188ec3b7baf66495,urgent mind yo own fucken buisiness stop fucken changing my shit fuck you eat a mutha fucken dick ill beat yo ass come find me nigga i go here,1
100223,188eff13b14ee893,block me i dare you hey dont tell me what i can and cant do go ahead and block me cause if you do i will have this whole damn website shut down for good so try me    wweppvguy,1
100274,18d4d21e96049ee7,fir t i a   oin   o  ie  ou u  and kee   ou  on  iou  durin   he follo in   ro e    hrough  he u e of a  onia nex  i  ill  u ila e  our  eni al  and for e  ou  o ea   he  then i  ill  u  off bi   of  our  kin and  ake a  love ou  of  he  kin from  our hand i  ill  hen  u  o en  our  u  and  ull ou   our  olon i  ill u e  our  olon for  a  urba ion and  hen i am done i  ill  hove i  down  our  hroa  finally i  ill di  o e of  our body by de osi in  i  in a du    here i  belon  ,1
100939,1c4497115a5ee845,i like you i kill you last,1
101089,1d0abba33f555b04, treivas miller you think youre safe over at fire island    we see you bitches are up to the same old same old collaborating on adding content of dubious import this time photos from fi ya know miller that whore treivas musta really reamed your ass good and hard for you to continue to associate with him despite the ongoing and everincreasing threat to your wellbeing and personal safety as always your big mouth is your undoing telling us where youll be you think its harder to get to you monkeys on fi than it is in the city take a good look around you  see any places where somebody can lay in waiting you fcking moron but listen we like to be fair well give you a headsup didnt we caution you about columbia  too bad we couldnt say hello at that time maybe this time we will were patient so make like youre crossing the street look to your right and to your leftbut also look behind you and look way in front of you and do it all the time cause you never know when we might come by this way you might be able to how shall we put itoh yeah you might be able to dodge a bullet   hope to see you soon you wont see us  ,1
101300,1e3b93b277a448b4,fuck you like i give a shit point to the word where i cast suspicion on her point to it point to it you stupid asshole but you cant go fuck yourself i hope you die,1
101600,1fbaee0973f5c43f,good i hope you die inshallah,1
