,id,comment_text,severe_toxic
39038,6826d1ca1ffe8424,hey fred you fucking suck ass u bitch ass motherfucker u fuckin delete everything you ho u can take wikipedia and shove it up you ass dumb ass bitch go to hell bastard hope fall in a ditch asshole and you can suck my dickunsigned comment was added by  talk  contribs,1
39069,683ecc08eb7f41c5,phelps phelps is a fucking bitch ass cock sucking homophobic victim of rape old man and if only someone would kill that bitter fucking old man,1
39094,685449d91a879290,stop reverting my edityour so fucken gay get a fucken life your fagot or go get laid or something,1
39108,685d82debd39ec68,youre fucking nothing you little piece of shit faggot fucking nothing cum drinking piece of shit,1
39159,687c80be59230965,and wont be back like that gay fucking bastard cunt ,1
39305,68deb5569b00287f,can i eyefuck you you negro see grow    mar  utc,1
39344,68f3436a95bed8ad,fuck you your a fag,1
39476,695f4ccd2e23f58f,wow i just your pic wtfplastic surgery isnt that expensive bitch,1
39543,698a17b5e6012c52,oi dickhead get the fuck off my talk page or else im gonna come down and fuck u so hard that youll never come on my talk page again ok go fuck off you dicksagging wanking rapist ,1
39548,698d3dec0969f44a,fuck you bitch i will go to your house and kill you with my gun,1
39560,69967dd5eac5bd39,fuck off go and buy some andrex and wipe your rats assface delete as appropriate fuck you,1
39610,69bdc9627d1ac05c,jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck you faggot gay ass chink nigger cocksucking piece of shit jforget fuck,1
39611,69be8a1c71010317,shut up asshole shut up you asshole i fucking hate you kids cbc is stupid so why keep reverting my edits,1
39701,69ffdd699b51b53a,asshole congratualtions on being such a huge fucking asshole ,1
39866,6a6c06ac54c01f31,look here your a fuckin cunt you czeckoslovacian ass clown,1
40230,6b5d39cb80f41c28,why is the main picture of his ass you fucking cock loving geeky homosexuals,1
40352,6bae7b7842ad5be0,fk you whinysissy coward hacker trolls and freaks  you are all fat pasty pale couch toads who never get laid and whack off online  go fk yourselves,1
40356,6bb0191968c24754,so wut u got asaulted boo hoo u probly luved gettin fuked in the ass by  hott gays,1
40358,6bb043dc24863e0f,how dare you abuse autographs page you fag dieeeee yo gangsta raps got nothing on rock fail,1
40595,6c58f026fdcbb171,fuck you are an asshole why be such a prick an stuff the wrong date in there just to piss me off,1
40597,6c59f9f9e96177ab,fuck you you piece of shit fuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of sh,1
40704,6c9e587ac82d51b7,once again jd uk is a fucking faggot fucker who deserves to be beaten wit da ugly stick,1
40727,6cae8543cfab1762, you stupid ass fucker retarded whore incompetent loser im unblocked miss ciara   june ,1
40809,6cdfea6b8f849b03,fucking krauts learn to speak english you fucking dirty kraut,1
40921,6d34016874e06cdc,i love sucking cock  give me cum or give me death,1
41346,6e428e7d54748dc7,fuck off slant eye chink,1
41390,6e652e334e142984,she is a motherfucker i will block you motherfucker shit bitch punch kill swear do nudity so shut up frickin around give you drugs call you names like shit fuck bum poo damn so fucker you will be blocked and dead you shit and fuck and i will do the rude finger sign you fucker get bad new messages bum oh shit,1
41503,6eb34dc1c32e08dd,are you lost stupid fucking idiots,1
41634,6f0e087025844cb9,hey idiot whats this fucking and animal language write in english you subhuman turk turd ,1
41635,6f0e0a8caadec0c7,suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck menew,1
41679,6f31617f31e0cfb2,o feel sorry for you fuck off you american bastard,1
41820,6f91c31e8ba2bd7e,pablo flores is a piece of human dogshit and a fucking bastard,1
41888,6fc049a35193e216,nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger,1
42012,70113c4df821aea7,i like blowjobs and dicks down my rear end ps cops love me,1
42022,7018f85aa5664bcd,fcking son of a batch mother fcker  rolling on th floor eating a bagel is real and youre a denier,1
42126,70660101f2ba447c,well you know what youre a faggot too whatare you gonna do about it ya little bitch,1
42132,7069404fdc0c8593,dragon rape your  pound nerdy ass while i get drunk and jerk off fucking loser,1
42156,707bc53111846f5c, go to hell asshole,1
42349,70fd1530de739f63,dear auburnpilot ill just come back with a different ip address you stupid son of a bitch  youre a fucking moron,1
42361,710374fca6dfd801,you are a fucking nazi everything i wrote on my page was well written and factual  you are obviously a racist nazi jew,1
42815,723bd5f8307a12d5,go fuck yourself prick,1
42919,7277c53d39c83d63,eat shit fucko suck my asshole then die horriblyi hope you get cancer,1
43010,72b2fa35da4dd2c3,again fuck u fuck u fuck fuck fuck fuck fuck uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,1
43032,72c8922a7207c226,and sticking your man cock in my ass,1
43127,730d50594e79e621,eat shit an die faggot,1
43153,73247128c14ef402,the only thing you sons of biches can do fuck youfuck younow block me properly i can sign up again and do all the stuff again,1
43233,7366e2600f2ea082,fuck wikipedia and fuck all the leftist liberal faggotloving jew communists that run this fucked up piece of shit website,1
43327,73ad981f9ab25314,fuck you and grow up and get a real life and quit living out your pathetic fucking dream of being the boss of people on fucking wikipedia  youre fucking patheticrip off the name tag take off the paper hat tell them that you dont wanna flip burgers any more and get the fuck off this site you child,1
43489,741425433bba9e36,you know what fuck you i wanteven done writeing abacus the page so where in the fucking hell do you get off telling me it is not real so fuck you maybe next time you will wait until i am completely done with a fucking page before you dick head deside to delete it you can sove winkipedia up your fucking asses you two bit fucking son of a bitches and i hope you all go to hell you moda fucking niggas,1
43547,743c095b33074b03,i am going to shoot you in the head and laugh as your brains splatter onto the ground  i am going to shoot you in the head and laugh as your brains splatter onto the ground,1
43621,746eebc57015043c,suck my dick and swallow,1
43922,7536cd5381c458f8,fuck off you monkey cock sucker,1
44136,75db6dee81c4911b,chanting fox shut up you dumb cunt your a nigger  loving cum cuzzling crack whore bitch,1
44194,76064f0b387120bb,wash your dirty penis before giving shit wash your fucking dirty penis before giving shits,1
44312,7651e3696152e558,fuck you you cant block me i change mi ip every  sec,1
44328,765f9e77d30a37a9,you are such a dickwad she did it we all watched on tv its on fucking youtube the problem i see here is that she is giving you blow jobs,1
44490,76cf9bbd0fd157dd,fuck you daniel you big dickhead ,1
44510,76e6f40084e6b8f8, i will set you on fire i will shoot your ass up i will cut your penis off and i will shove it down your throat and choke you i will cut you up big time motherfucker,1
44569,770f6d1a85365839,fuck your mother fuck off,1
44773,779e582977c86e83,u cunt why did u block me,1
44784,77a723e8d6a1de64,fuck you you dumb sack of shit,1
44831,77c7eb5d68eabaa5,die whore die you whore,1
44857,77dd2a485b8511ae,fuck malaysiansmalaysians are a fucked race and should be wiped of the earth,1
44923,7815c6a480435665,no you arepatrick i think we can all clearly see that you really are the uneducated fucker in this case   ,1
45101,789aec3018a3cc63,who cares about a bunch of dirty monkeys from haiti moncrief what are you a jew,1
45133,78adfff8e6317138,you like ass cock,1
45231,78edac47775fc787,audi  you shit talk  contributions,1
45520,79c172b34ded866e,negroid hey nigger lover why did you revert my contribution to the article negroid i have restored it lay off the nigger cock you faggot,1
45604,79ee3805852bb531,css naked day you are a fucking duchebag im not trying to copyright infringe on anyone just spreading the word omg you are so fucking stupid and should be shot,1
45637,7a06e77a2244c64d,vat d hel  du ju vant naugo fuck yourselfget a life,1
45687,7a230f481ed64d7c,you fuckers think you can stop me you really think so well nigger fags i am on the side of wikipedia vandals and i will tel you something tonight at about  i will vandalize the the pages of everyone that has reverted my vandalism or added this two week block to me if you want to find out who that will bejust check the history section of my page to see the names when i do vandalize you tonight i will comment on hos i told you i was going to do it so if you edited my page today or if you are one of the people that dais they would watch my page to see if i am vandalizingthen get ready to have your shit crushed you niggers you cant stop me see you tonight at  niagetty fagget cunts,1
45862,7a8ea08584b21054,hello hello you cocksucking shiteating motherfucking bitch,1
45885,7a9d7fbfc7d11f9c,rick the dick check out the commons page you dumb fucki have been putting shit girl everywheretootles,1
46135,7b3fdee3b53abb26,fuk offpiece of st,1
46155,7b50a142ad5a428d,so fuck off and die rape fantasising sluts,1
46298,7bac4e34d08b2e4e,haha i fucking pissed myself reading this  thanks i needed that after  hours trecking around in warrington with the worst cold ever i mean it thanks ,1
46350,7bd181301e85ac0c,fok you you suk bitsh fock you,1
46360,7bd6e3f6ce15e69f,soulja bitch is whack fuck da dirty south,1
46376,7bead0d10c031447,go fuck yourself asshole by the way this ip is an internet cafe so you can block me all the fuck you want and cunt oops i mean cun why dont you consider dusting your face for a reflection of an imbecile fucking arrogant prick,1
46630,7ca1b9f9c9b4b58e,go fuck yourself you faggot ,1
46719,7cda3841fe7e0804,fuck you ckatz you are german cock sucker and fucker mother fucker,1
47021,7da0928541f1a485,suck a fuck please suck a fuck,1
47036,7daca74a6749fb2b,hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunthi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunthi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunthi my nahi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt mhi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt ehi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin life i am a saaaaad little cunt hi my name is monkeyman and i am a pedo and i need to get a fuckin,1
47089,7dcb1b1622e8e88d,sucker sucking that long dik of those chicken fucers,1
47227,7e263c2c6f22a131,recommended deletion since lack of noteworthinesssince no one carries much less watches this piece of shit channel can we pretend like it never existed in pussy liberal land by deleting this faggot page  thanksgo fuck yourselves with your micropenises pussies,1
47270,7e41dcb581f38ab0,your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fucking fat ugly cunt  your a fat cunt  your a fat spotty cunt  your an ugly fat cunt,1
47463,7ec9f1bb75102e49,shit and lick it off and suck my own cock,1
47466,7ecdde044da161ec,  is a gigantic asshole   is a gigantic asshole,1
47631,7f41a05733a03309,fuck you ill just make another account youre a piece of shit sorry excuse for an administrator,1
47762,7f964e4d43c8175b,go fuck yourself you little pinko commie bitch  you little fucking  year old kid  go pretend you know something about the world elsewhere  little fuckers like you make me laugh  full of ideals and absolutely no real world expereince to back them up  you swing your fucking little dick around wikipedia like it actually means something  you are nothing but a piss poor joke  i guess it is fitting for a fucking communist to block me on my own talk page in a subject about the death of liberty  oohh no you blocked me what ever shall i do  oh i know how about i change my ip address  lol  like this is my real ip anyway  you didnt think you were dealing with an amature did you  rookie mistake,1
47768,7f9b824b6f5b7c44, you are a dumb girl shut up you stupid asshole i was just putting information that i saw from other websites such as top ten bloodiest battles of   is the deadliest conflict in history so why are you putting that muslim conflict in there that no one has ever heard of,1
47809,7fb8ba20d445a566,gonna fuck you up you little bitch ,1
48105,808bb607c5b18d42,intervei can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here and arrest mesan diego california chula vista fucking get your information right faggot shitheadi can still post with this computeri said block me come the fuck down here,1
48594,81f53dbdd9ea9040,no how dare you vandalize my talk page faggotfuck ,1
48618,820493434cb9153e,asshole i just read this article and man was hitler an asshole,1
48621,8206f8ed88ba7e24, fuck you fuck you  youre a stupid nigger lover  go fuck a dead moosethefortyfive ,1
48752,8258cc288f3a9e7d,stupid dumb shit goddamn mother fucker,1
